Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
A comparative study of fatigue complaints among assembly line workers employed in the two electronic factories in Vietnam.,/pubmed/8707617,"Matsuda S, Luong NA, Hoai NV, Thung DH, Trinh LV, Cong N, Hien HM, Dat PH, Tri DD.",Ind Health. 1996;34(1):1-11.,Ind Health.  1996,PubMed,citation,PMID:8707617,pubmed,8707617,create date:1996/01/01 | first author:Matsuda S
"Work load, fatigue, and pause patterns in clinical dental hygiene.",/pubmed/9161224,"Oberg T, Karsznia A, Sandsjö L, Kadefors R.",J Dent Hyg. 1995 Sep-Oct;69(5):223-9.,J Dent Hyg.  1995,PubMed,citation,PMID:9161224,pubmed,9161224,create date:1995/09/01 | first author:Oberg T
A study of fatigue complaints among workers in an electronic factory in Vietnam.,/pubmed/7671143,Matsuda S.,Sangyo Eiseigaku Zasshi. 1995 Jul;37(4):235-6. No abstract available. ,Sangyo Eiseigaku Zasshi.  1995,PubMed,citation,PMID:7671143,pubmed,7671143,create date:1995/07/01 | first author:Matsuda S
Relationship of task strain and physical strength to end-of-work fatigue among nurses at social welfare facilities.,/pubmed/7671142,"Shimaoka M, Hiruta S, Ono Y, Yabe K.",Sangyo Eiseigaku Zasshi. 1995 Jul;37(4):227-33.,Sangyo Eiseigaku Zasshi.  1995,PubMed,citation,PMID:7671142,pubmed,7671142,create date:1995/07/01 | first author:Shimaoka M
"Relation between feelings of fatigue, reaction time and work productivity.",/pubmed/8522790,Setyawati L.,J Hum Ergol (Tokyo). 1995 Jun;24(1):129-35.,J Hum Ergol (Tokyo).  1995,PubMed,citation,PMID:8522790,pubmed,8522790,create date:1995/06/01 | first author:Setyawati L
[Fatigue and stress of anesthesiologists at work--third report: investigation with a flicker photometer and a stabilo-meter].,/pubmed/7609295,"Sato O, Kawabata H, Watanabe H, Kohro S, Omote K, Namiki A, Kishi R.",Masui. 1995 May;44(5):674-8. Japanese. ,Masui.  1995,PubMed,citation,PMID:7609295,pubmed,7609295,create date:1995/05/01 | first author:Sato O
[Follow-up of the nursing diagnosis: fatigue].,/pubmed/7716583,[No authors listed],Soins. 1995 Apr;(595):39-42. French.  No abstract available. ,Soins.  1995,PubMed,citation,PMID:7716583,pubmed,7716583,create date:1995/04/01
Reduced ambulatory heart rate response to physical work and complaints of fatigue among hypertensive males treated with beta-blockers.,/pubmed/7563041,"Kristal-Boneh E, Melamed S, Bernheim J, Peled I, Green MS.",J Behav Med. 1995 Apr;18(2):113-26.,J Behav Med.  1995,PubMed,citation,PMID:7563041,pubmed,7563041,create date:1995/04/01 | first author:Kristal-Boneh E
Climatic stress in the workplace: its effect on thermoregulatory responses and muscle fatigue in female workers.,/pubmed/15676998,"Chad KE, Brown JM.",Appl Ergon. 1995 Feb;26(1):29-34.,Appl Ergon.  1995,PubMed,citation,PMID:15676998,pubmed,15676998,create date:1995/02/01 | first author:Chad KE
The effect of different work-rest schedules on fatigue and performance of a simulated directory assistance operator's task.,/pubmed/7957021,"Kopardekar P, Mital A.",Ergonomics. 1994 Oct;37(10):1697-707.,Ergonomics.  1994,PubMed,citation,PMID:7957021,pubmed,7957021,create date:1994/10/01 | first author:Kopardekar P
Objective evaluation of visual fatigue in VDU workers.,/pubmed/7949062,"Gur S, Ron S, Heicklen-Klein A.",Occup Med (Lond). 1994 Sep;44(4):201-4.,Occup Med (Lond).  1994,PubMed,citation,PMID:7949062,pubmed,7949062,create date:1994/09/01 | first author:Gur S
[Changes in and factors related to fatigue of in-home caregivers who utilize temporary nursing home assistance].,/pubmed/8081448,"Yamada K, Suzuki M, Tsuchiya S.",Nihon Kango Kagakkaishi. 1994 Jun;14(2):39-47. Japanese. ,Nihon Kango Kagakkaishi.  1994,PubMed,citation,PMID:8081448,pubmed,8081448,create date:1994/06/01 | first author:Yamada K
A subjective study of fatigue during Navy flight operations over southern Iraq: Operation Southern Watch.,/pubmed/8074630,"Belland KM, Bissell C.",Aviat Space Environ Med. 1994 Jun;65(6):557-61.,Aviat Space Environ Med.  1994,PubMed,citation,PMID:8074630,pubmed,8074630,create date:1994/06/01 | first author:Belland KM
Subjective fatigue of C-141 aircrews during Operation Desert Storm.,/pubmed/8070797,"Neville KJ, Bisson RU, French J, Boll PA, Storm WF.",Hum Factors. 1994 Jun;36(2):339-49.,Hum Factors.  1994,PubMed,citation,PMID:8070797,pubmed,8070797,create date:1994/06/01 | first author:Neville KJ
Fatigue in operational settings: examples from the aviation environment.,/pubmed/8070796,"Rosekind MR, Gander PH, Miller DL, Gregory KB, Smith RM, Weldon KJ, Co EL, McNally KL, Lebacqz JV.",Hum Factors. 1994 Jun;36(2):327-38. Review.,Hum Factors.  1994,PubMed,citation,PMID:8070796,pubmed,8070796,create date:1994/06/01 | first author:Rosekind MR
"Work practices, fatigue, and nuclear power plant safety performance.",/pubmed/8070790,"Baker K, Olson J, Morisseau D.",Hum Factors. 1994 Jun;36(2):244-57.,Hum Factors.  1994,PubMed,citation,PMID:8070790,pubmed,8070790,create date:1994/06/01 | first author:Baker K
A large database study of the factors associated with work-induced fatigue.,/pubmed/8070789,Finkelman JM.,Hum Factors. 1994 Jun;36(2):232-43.,Hum Factors.  1994,PubMed,citation,PMID:8070789,pubmed,8070789,create date:1994/06/01 | first author:Finkelman JM
The effect of night-time naps on recovery from fatigue following night work.,/pubmed/8206058,"Matsumoto K, Harada M.",Ergonomics. 1994 May;37(5):899-907.,Ergonomics.  1994,PubMed,citation,PMID:8206058,pubmed,8206058,create date:1994/05/01 | first author:Matsumoto K
[A nursing diagnosis. Fatigue].,/pubmed/8009131,Gledhill J.,Soins Chir. 1994 Mar;(157):35-40. French.  No abstract available. ,Soins Chir.  1994,PubMed,citation,PMID:8009131,pubmed,8009131,create date:1994/03/01 | first author:Gledhill J
[Psychophysiological fatigue in persons with normal and increased blood pressure during work with video display terminals].,/pubmed/17972791,"Miljković G, Borjanović S, Mitić V, Lazarević P.",Srp Arh Celok Lek. 1994 Jan-Feb;122(1-2):7-10. Serbian. ,Srp Arh Celok Lek.  1994,PubMed,citation,PMID:17972791,pubmed,17972791,create date:1994/01/01 | first author:Miljković G
Physiological indices of visual fatigue due to VDT operation: pupillary reflexes and accommodative responses.,/pubmed/7806446,"Saito S, Sotoyama M, Saito S, Taptagaporn S.",Ind Health. 1994;32(2):57-66.,Ind Health.  1994,PubMed,citation,PMID:7806446,pubmed,7806446,create date:1994/01/01 | first author:Saito S
Effect of stimulus duty cycle and cycle frequency on power output during fatigue in rat diaphragm muscle doing oscillatory work.,/pubmed/8180887,"Stevens ED, Syme DA.",Can J Physiol Pharmacol. 1993 Dec;71(12):910-6.,Can J Physiol Pharmacol.  1993,PubMed,citation,PMID:8180887,pubmed,8180887,create date:1993/12/01 | first author:Stevens ED
Fatigue in the shoulder muscles during static work at two different torque levels.,/pubmed/8222532,"Gerdle B, Edström M, Rahm M.",Clin Physiol. 1993 Sep;13(5):469-82.,Clin Physiol.  1993,PubMed,citation,PMID:8222532,pubmed,8222532,create date:1993/09/01 | first author:Gerdle B
[Fatigue and stress of anesthesiologists at work].,/pubmed/8515559,"Kawabata H, Sato O, Watanabe H, Kishi R, Namiki A.",Masui. 1993 May;42(5):765-9. Japanese. ,Masui.  1993,PubMed,citation,PMID:8515559,pubmed,8515559,create date:1993/05/01 | first author:Kawabata H
Patterns of electromyographic shoulder muscle fatigue during MTM-paced repetitive arm work with and without pauses.,/pubmed/8482588,Sundelin G.,Int Arch Occup Environ Health. 1993;64(7):485-93.,Int Arch Occup Environ Health.  1993,PubMed,citation,PMID:8482588,pubmed,8482588,create date:1993/01/01 | first author:Sundelin G
The relationship between ciliary muscle fatigue and the type of artificial light used to illuminate the area of visual work.,/pubmed/8142772,"Leśnik H, Poborc-Godlewska J.",Pol J Occup Med Environ Health. 1993;6(3):287-92.,Pol J Occup Med Environ Health.  1993,PubMed,citation,PMID:8142772,pubmed,8142772,create date:1993/01/01 | first author:Leśnik H
[Occupational fatigue in semiconductor and advanced-technology industry].,/pubmed/1300385,Ochiai T.,Sangyo Igaku. 1992 Dec;34(7):660-1. Japanese.  No abstract available. ,Sangyo Igaku.  1992,PubMed,citation,PMID:1300385,pubmed,1300385,create date:1992/12/01 | first author:Ochiai T
[Strategy for reducing fatigue in women workers].,/pubmed/1300384,Sakai K.,Sangyo Igaku. 1992 Dec;34(7):658-9. Japanese.  No abstract available. ,Sangyo Igaku.  1992,PubMed,citation,PMID:1300384,pubmed,1300384,create date:1992/12/01 | first author:Sakai K
[Fatigue of workers in computerized offices].,/pubmed/1300381,Miyao K.,Sangyo Igaku. 1992 Dec;34(7):650-1. Japanese.  No abstract available. ,Sangyo Igaku.  1992,PubMed,citation,PMID:1300381,pubmed,1300381,create date:1992/12/01 | first author:Miyao K
Electromyographic fatigue in neck/shoulder muscles and endurance in women with repetitive work.,/pubmed/1425565,"Hansson GA, Strömberg U, Larsson B, Ohlsson K, Balogh I, Moritz U.",Ergonomics. 1992 Nov;35(11):1341-52.,Ergonomics.  1992,PubMed,citation,PMID:1425565,pubmed,1425565,create date:1992/11/01 | first author:Hansson GA
Electromyographic signs of shoulder muscle fatigue in repetitive arm work paced by the Methods-Time Measurement system.,/pubmed/1411370,"Sundelin G, Hagberg M.",Scand J Work Environ Health. 1992 Aug;18(4):262-8.,Scand J Work Environ Health.  1992,PubMed,citation,PMID:1411370,pubmed,1411370,create date:1992/08/01 | first author:Sundelin G
Fatigue in multiple sclerosis: guidelines for nursing care.,/pubmed/1631394,"Hubsky EP, Sears JH.",Rehabil Nurs. 1992 Jul-Aug;17(4):176-80.,Rehabil Nurs.  1992,PubMed,citation,PMID:1631394,pubmed,1631394,create date:1992/07/01 | first author:Hubsky EP
[Fatigue symptoms and their related factors of workers in institutions for the mentally retarded].,/pubmed/1619801,Takeda F.,Sangyo Igaku. 1992 May;34(3):253-63. Japanese. ,Sangyo Igaku.  1992,PubMed,citation,PMID:1619801,pubmed,1619801,create date:1992/05/01 | first author:Takeda F
Battle fatigue intervention: a vital role for nursing.,/pubmed/1620381,Balacki MF.,Mil Med. 1992 Apr;157(4):192-5.,Mil Med.  1992,PubMed,citation,PMID:1620381,pubmed,1620381,create date:1992/04/01 | first author:Balacki MF
Effect of arm-shoulder fatigue on carpenters at work.,/pubmed/1612078,"Hammarskjöld E, Harms-Ringdahl K.",Eur J Appl Physiol Occup Physiol. 1992;64(5):402-9.,Eur J Appl Physiol Occup Physiol.  1992,PubMed,citation,PMID:1612078,pubmed,1612078,create date:1992/01/01 | first author:Hammarskjöld E
[Characteristics of work intensity and fatigue in proof-readers in the polygraphic industry].,/pubmed/1308861,"Smirnov KM, Alekseeva IS, Faustov SA, Khasanov SKh, Akademov AE.",Gig Tr Prof Zabol. 1992;(1):14-6. Russian. ,Gig Tr Prof Zabol.  1992,PubMed,citation,PMID:1308861,pubmed,1308861,create date:1992/01/01 | first author:Smirnov KM
[Necessity of individual approach to evaluating the level of fatigue during prolonged work in the mountains].,/pubmed/1305537,"Chernook TB, Glushkova MIu, Bogoliubova NA, Moldogazieva KS.",Gig Tr Prof Zabol. 1992;(9-10):13-5. Russian. ,Gig Tr Prof Zabol.  1992,PubMed,citation,PMID:1305537,pubmed,1305537,create date:1992/01/01 | first author:Chernook TB
The influence of occupational and non-occupational factors on chronic fatigue in women.,/pubmed/1298481,"Makowska Z, Kluge G, Sprusińska E.",Pol J Occup Med Environ Health. 1992;5(4):323-33.,Pol J Occup Med Environ Health.  1992,PubMed,citation,PMID:1298481,pubmed,1298481,create date:1992/01/01 | first author:Makowska Z
Musculoskeletal discomfort and feeling of fatigue among female professional workers: the need for ergonomics consideration.,/pubmed/1842973,"Chavalitsakulchai P, Shahnavaz H.",J Hum Ergol (Tokyo). 1991 Dec;20(2):257-64.,J Hum Ergol (Tokyo).  1991,PubMed,citation,PMID:1842973,pubmed,1842973,create date:1991/12/01 | first author:Chavalitsakulchai P
"Symposium ""workers' fatigue, stress and health hazards in Japan"".",/pubmed/1842956,Saito Y.,J Hum Ergol (Tokyo). 1991 Dec;20(2):101-2. No abstract available. ,J Hum Ergol (Tokyo).  1991,PubMed,citation,PMID:1842956,pubmed,1842956,create date:1991/12/01 | first author:Saito Y
Burning the EMS candle. EMS shifts and worker fatigue.,/pubmed/10116022,"McCallion R, Fazackerley J.","JEMS. 1991 Oct;16(10):40-1, 43-7. Review.",JEMS.  1991,PubMed,citation,PMID:10116022,pubmed,10116022,create date:1991/09/06 | first author:McCallion R
[Use of a laser optometer for the control of visual fatigue in workers in the precision instrument industry].,/pubmed/1753869,Mukhitdinova OM.,Med Tekh. 1991 Jul-Aug;(4):43-4. Russian.  No abstract available. ,Med Tekh.  1991,PubMed,citation,PMID:1753869,pubmed,1753869,create date:1991/07/01 | first author:Mukhitdinova OM
Depression and chronic fatigue in the workplace. Workers' compensation and occupational issues.,/pubmed/1831558,Brodsky CM.,Prim Care. 1991 Jun;18(2):381-96.,Prim Care.  1991,PubMed,citation,PMID:1831558,pubmed,1831558,create date:1991/06/01 | first author:Brodsky CM
[Relation between health status of female assemblers and the degree of occupational fatigue].,/pubmed/1832120,"Sorokin GA, Kempi AI, Sukhanova TG, Lebskaia VIu.",Gig Sanit. 1991 Mar;(3):32-4. Russian. ,Gig Sanit.  1991,PubMed,citation,PMID:1832120,pubmed,1832120,create date:1991/03/01 | first author:Sorokin GA
[Fatigue in elderly patients: a nursing problem? Nursing interventions (2)].,/pubmed/1903253,Declercq C.,TVZ. 1991 Jan 24;(2):60-4. Dutch.  No abstract available. ,TVZ.  1991,PubMed,citation,PMID:1903253,pubmed,1903253,create date:1991/01/24 | first author:Declercq C
[Fatigue in elderly patients: a nursing problem? 1].,/pubmed/1902677,Declercq C.,TVZ. 1991 Jan 10;(1):22-6. Dutch.  No abstract available. ,TVZ.  1991,PubMed,citation,PMID:1902677,pubmed,1902677,create date:1991/01/10 | first author:Declercq C
Aerobic work capacity in chronic fatigue syndrome.,/pubmed/1991195,Mäntysaari M.,BMJ. 1991 Jan 5;302(6767):50. No abstract available. ,BMJ.  1991,PubMed,citation,PMID:1991195 | PMCID:PMC1668756,pubmed,1991195,create date:1991/01/05 | first author:Mäntysaari M
[Fatigue of shoulder-back musculature depending on hand position at work].,/pubmed/2028674,"Mojkin JV, Poberezskaja AS, Kochanova NA, Sardakova EF, Elisarova VV, Goncova DA.",Z Gesamte Hyg. 1991 Jan;37(1):2-4. German.  No abstract available. ,Z Gesamte Hyg.  1991,PubMed,citation,PMID:2028674,pubmed,2028674,create date:1991/01/01 | first author:Mojkin JV
Central nervous system effects and visual fatigue in VDT workers.,/pubmed/1889879,"Murata K, Araki S, Kawakami N, Saito Y, Hino E.",Int Arch Occup Environ Health. 1991;63(2):109-13.,Int Arch Occup Environ Health.  1991,PubMed,citation,PMID:1889879,pubmed,1889879,create date:1991/01/01 | first author:Murata K
[A case of repeated faulty operation of bilateral fracture of the femoral diaphysis causing bilateral fatigue fracture of the femoral neck].,/pubmed/1672723,Cserháti P.,Magy Traumatol Orthop Helyreallito Seb. 1991;34(1):73-6. Hungarian. ,Magy Traumatol Orthop Helyreallito Seb.  1991,PubMed,citation,PMID:1672723,pubmed,1672723,create date:1991/01/01 | first author:Cserháti P
Calculating relaxation allowances for construction operatives - part 2: local muscle fatigue.,/pubmed/15676788,Price AD.,Appl Ergon. 1990 Dec;21(4):318-24.,Appl Ergon.  1990,PubMed,citation,PMID:15676788,pubmed,15676788,create date:1990/12/01 | first author:Price AD
Aerobic work capacity in chronic fatigue syndrome.,/pubmed/2082990,"Rosen SD, King JC, Wilkinson JB, Nixon PG.",BMJ. 1990 Nov 24;301(6762):1217. No abstract available. ,BMJ.  1990,PubMed,citation,PMID:2082990 | PMCID:PMC1664329,pubmed,2082990,create date:1990/11/24 | first author:Rosen SD
Aerobic work capacity in patients with chronic fatigue syndrome.,/pubmed/2249024,"Riley MS, O'Brien CJ, McCluskey DR, Bell NP, Nicholls DP.",BMJ. 1990 Oct 27;301(6758):953-6.,BMJ.  1990,PubMed,citation,PMID:2249024 | PMCID:PMC1664147,pubmed,2249024,create date:1990/10/27 | first author:Riley MS
Muscle metabolism during fatigue and work.,/pubmed/2268224,Layzer RB.,Baillieres Clin Endocrinol Metab. 1990 Sep;4(3):441-59. Review.,Baillieres Clin Endocrinol Metab.  1990,PubMed,citation,PMID:2268224,pubmed,2268224,create date:1990/09/01 | first author:Layzer RB
[Respiratory muscle fatigue and artificial ventilation: reduced respiratory work by ventilatory support and unloaded muscle atrophy].,/pubmed/2236953,Kubota T.,Kokyu To Junkan. 1990 Sep;38(9):841-7. Japanese.  No abstract available. ,Kokyu To Junkan.  1990,PubMed,citation,PMID:2236953,pubmed,2236953,create date:1990/09/01 | first author:Kubota T
The loads on the lumbar spine during work at an assembly line. The risks for fatigue injuries of vertebral bodies.,/pubmed/2237627,"Magnusson M, Granqvist M, Jonson R, Lindell V, Lundberg U, Wallin L, Hansson T.",Spine (Phila Pa 1976). 1990 Aug;15(8):774-9.,Spine (Phila Pa 1976).  1990,PubMed,citation,PMID:2237627,pubmed,2237627,create date:1990/08/01 | first author:Magnusson M
The relation of vergence effort to reports of visual fatigue following prolonged near work.,/pubmed/2258180,"Tyrrell RA, Leibowitz HW.",Hum Factors. 1990 Jun;32(3):341-57.,Hum Factors.  1990,PubMed,citation,PMID:2258180,pubmed,2258180,create date:1990/06/01 | first author:Tyrrell RA
[Fatigue-induced unsafe driving by occupational drivers. Criminologic knowledge and legal consequences].,/pubmed/2190538,Meyer M.,Arch Kriminol. 1990 Mar-Apr;185(3-4):65-79. Review. German.  No abstract available. ,Arch Kriminol.  1990,PubMed,citation,PMID:2190538,pubmed,2190538,create date:1990/03/01 | first author:Meyer M
